country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;mobile_car_sport
Spain;1/22/1986;Private;Bachelors;Never Married; Female;19;9368;1802;true;Iphone, Honda, Non
Germany;8/3/1984;Public;High School;Married; Female;9;8545;309;true;iPhone, Volkswagen, Non
Germany;1/24/1987;Unknown;Bachelors;Never Married; Male;31,5;7759;1368;true;iPhone, Volkswagen, Non
France;8/22/1983;Private;Masters;Never Married; Male;20,5;36334;5607;false;iPhone, Others, Basketball
Germany;6/25/1989;Public;Doctorate;Separated; Male;19;16916;1931;false;iPhone, Others, Football
Portugal;8/7/1981;Self Employed;Bachelors;Married; Male;33;6231;1101;true;Samsung, Ford, Non
France;12/27/1974;Unknown;Bachelors;Married; Female;31,5;7745;1731;false;Samsung, Others, Non
Portugal;9/10/1985;Public;High School;Married; Male;40;5550;617;true;iPhone, Audi, Football
Spain;12/17/1980;Public;High School;Never Married; Male;18,5;70117;4720;true;Others, Others, Non
France;4/26/1988;Private;Bachelors;Married; Female;19;9491;1499;true;Samsung, BMW, Non
Spain;3/30/1981;Private;Bachelors;Married; Male;29,5;9924;558;false;Iphone, Others, Non
France;12/22/1976;Public;Bachelors;Married; Male;38,5;4060;1935;true;iPhone, Others, Tennis
Spain;5/2/1976;Private;Bachelors;Married; Female;29;66086;5931;true;iPhone, Seat, Non
Italy;2/13/1982;Self Employed;High School;Married; Male;31;4597;613;false;iPhone, Audi, Football
Germany;1/30/1984;Self Employed;Masters;Married; Female;32;14659;960;false;Samsung, Others, Basketball
Italy;5/28/1978;Public;Bachelors;Never Married; Female;31;3121;1181;false;Samsung, BMW, Football
Portugal;1/4/1973;Unknown;Doctorate;Divorced; Male;31,5;8880;1480;false;iPhone, Volkswagen, Non
France;10/12/1972;Self Employed;Doctorate;Married; Male;31,5;8505;1789;false;iPhone, BMW, Paddle
Spain;3/21/1971;Self Employed;High School;Never Married; Male;20,5;9498;1771;true;Others, Others, Basketball
Portugal;3/23/1981;Private;Doctorate;Divorced; Female;39;9503;982;true;iPhone, Others, Basketball
Germany;3/22/1983;Self Employed;Masters;Never Married; Male;38,5;5994;1001;true;iPhone, Others, Football
Portugal;7/27/1989;Private;Doctorate;Married; Male;30;4776;1244;false;iPhone, Volkswagen, Non
Spain;1/18/1989;Self Employed;High School;Divorced; Female;40;7276;1988;false;Others, Others, Non
Germany;6/3/1981;Public;High School;Married; Female;30;5720;890;false;iPhone, Audi, Basketball
Germany;6/17/1983;Unknown;Bachelors;Married; Male;28,5;5286;1965;false;Iphone, Seat, Non
France;3/7/1984;Public;Bachelors;Divorced; Female;18,5;7557;852;true;iPhone, Honda, Football
Germany;1/17/1986;Self Employed;Doctorate;Married; Male;33;8525;575;true;Samsung, Others, Non
Spain;9/30/1989;Private;Doctorate;Married; Male;11;3587;314;true;iPhone, Others, Basketball
Portugal;7/26/1976;Private;Doctorate;Separated; Male;30;4317;1762;true;Samsung, Others, Basketball
Spain;5/2/1982;Private;Masters;Divorced; Male;7;6610;300;false;Samsung, Volkswagen, Non
France;11/10/1973;Self Employed;Masters;Separated; Female;25;9625;1501;true;Samsung, Others, Tennis
Spain;1/15/1975;Public;Bachelors;Never Married; Female;29;6555;727;true;Iphone, Ford, Basketball
Italy;9/3/1987;Self Employed;High School;Married; Male;37;3117;1367;true;Iphone, Others, Football
France;4/11/1977;Unknown;Doctorate;Married; Male;21;5691;1949;false;iPhone, Volkswagen, Non
Spain;1/20/1973;Public;High School;Married; Male;32;4220;1563;false;Others, Ford, Non
Germany;1/26/1973;Private;Bachelors;Married; Female;34;7468;697;false;iPhone, Volkswagen, Basketball
Spain;1/28/1986;Unknown;Bachelors;Married; Female;23;63793;3979;true;Samsung, Others, Football
France;9/6/1984;Unknown;Bachelors;Married; Female;31;3336;1466;true;iPhone, Others, Non
Italy;9/29/1977;Private;Bachelors;Married; Male;27,5;4109;1234;false;iPhone, BMW, Paddle
Italy;11/5/1986;Unknown;High School;Separated; Male;39;5495;847;false;iPhone, Others, Non
Portugal;4/4/1973;Unknown;Bachelors;Married; Male;25,5;3398;1676;false;Samsung, Audi, Tennis
France;10/18/1971;Self Employed;Masters;Married; Female;17,5;5537;1525;true;iPhone, Others, Basketball
Portugal;9/14/1975;Private;Bachelors;Separated; Male;29,5;6401;1497;false;Samsung, Others, Paddle
Spain;5/18/1977;Private;High School;Married; Male;36,5;9412;1585;false;iPhone, Ford, Basketball
Germany;7/6/1990;Self Employed;High School;Divorced; Female;29;84693;2804;true;Others, Volkswagen, Non
Spain;7/28/1974;Unknown;Doctorate;Married; Female;17;6244;1010;true;iPhone, Others, Football
France;9/11/1979;Unknown;Masters;Divorced; Male;17;5924;387;true;iPhone, Others, Non
Germany;2/28/1971;Public;Bachelors;Married; Male;29;5141;797;true;Samsung, Others, Non
Germany;8/1/1986;Public;Doctorate;Married; Male;37,5;9929;943;false;iPhone, Audi, Basketball
Spain;3/20/1990;Unknown;High School;Married; Male;15,5;19073;365;false;iPhone, BMW, Non
Germany;1/26/1972;Self Employed;Bachelors;Married; Male;34;4158;1563;false;Samsung, Others, Tennis
Spain;7/19/1987;Public;Bachelors;Married; Male;39;29355;4069;false;iPhone, Others, Non
Spain;5/5/1985;Unknown;Bachelors;Married; Male;29;4266;1996;false;iPhone, Seat, Basketball
Portugal;5/27/1978;Private;Bachelors;Married; Male;27;4039;1794;false;Iphone, Others, Basketball
Spain;10/21/1972;Public;High School;Never Married; Male;29;27115;2618;true;Others, Ford, Football
France;9/5/1978;Unknown;High School;Never Married; Male;20,5;9567;1867;true;iPhone, Ford, Basketball
Spain;8/15/1974;Self Employed;Bachelors;Married; Male;27;5711;1952;true;Samsung, Audi, Basketball
Spain;11/15/1990;Self Employed;Bachelors;Divorced; Male;26;28398;2298;false;iPhone, Others, Non
Germany;11/13/1985;Unknown;High School;Never Married; Male;31,5;4389;821;false;Iphone, Others, Non
Germany;5/22/1987;Unknown;Bachelors;Married; Male;34;98528;6070;false;Samsung, Audi, Non
Germany;3/13/1988;Unknown;Bachelors;Separated; Male;32;61940;2640;true;Samsung, Others, Non
Germany;10/23/1976;Private;High School;Married; Male;22;34103;6768;false;iPhone, Others, Football
Spain;1/17/1975;Unknown;Bachelors;Married; Female;35,5;41596;5202;true;Samsung, Volkswagen, Non
France;9/22/1988;Unknown;Bachelors;Divorced; Male;12,5;3044;354;true;Samsung, Others, Paddle
Germany;3/27/1974;Self Employed;Masters;Never Married; Male;23;4809;1680;false;iPhone, BMW, Basketball
Germany;7/3/1983;Unknown;Bachelors;Separated; Female;26,5;33824;6601;true;Samsung, Audi, Football
France;8/19/1988;Private;Masters;Separated; Male;38;6878;1833;false;Samsung, Others, Tennis
France;7/13/1981;Unknown;Bachelors;Married; Male;8;9824;378;false;Iphone, BMW, Non
Portugal;4/4/1972;Unknown;Doctorate;Separated; Male;30;35804;4057;true;Samsung, Volkswagen, Basketball
Spain;4/2/1989;Unknown;Bachelors;Married; Male;33,5;4995;1434;false;Iphone, Ford, Basketball
Portugal;6/3/1982;Public;Bachelors;Married; Male;32;9938;1245;false;iPhone, Ford, Non
France;9/2/1980;Public;Bachelors;Never Married; Male;17,5;5965;1733;true;Others, Volkswagen, Non
Germany;9/30/1972;Public;Bachelors;Married; Male;31,5;9699;978;true;Others, Others, Paddle
Germany;11/25/1984;Private;High School;Married; Male;28,5;7965;1085;false;iPhone, Others, Non
Portugal;10/27/1979;Self Employed;Bachelors;Married; Male;6,5;3368;436;true;iPhone, Audi, Non
France;9/29/1982;Self Employed;Masters;Married; Male;18;3772;1954;true;Samsung, Audi, Non
Spain;1/20/1984;Unknown;Bachelors;Married; Female;29;3295;760;true;iPhone, Audi, Basketball
France;1/8/1987;Public;Bachelors;Married; Male;8;5861;466;false;Others, Others, Tennis
Italy;5/11/1973;Unknown;Bachelors;Married; Female;17;72607;2550;true;iPhone, Honda, Non
Germany;12/11/1986;Private;Doctorate;Never Married; Male;38;9809;858;true;Iphone, Others, Paddle
Germany;2/16/1981;Self Employed;Masters;Married; Male;5;6053;458;true;iPhone, Audi, Basketball
Portugal;6/1/1971;Self Employed;Bachelors;Married; Male;24,5;36064;6334;false;iPhone, BMW, Non
Spain;4/29/1983;Self Employed;High School;Married; Male;35;6981;1600;false;Samsung, Volkswagen, Non
Portugal;4/20/1974;Self Employed;Bachelors;Married; Male;37,5;36331;2508;false;Samsung, BMW, Non
France;3/7/1974;Public;Bachelors;Married; Male;37,5;5391;783;false;Others, Volkswagen, Non
Portugal;7/29/1985;Public;Bachelors;Married; Female;38,5;4377;1307;false;iPhone, Others, Tennis
Germany;9/14/1984;Unknown;High School;Married; Female;33;3069;564;false;Others, Honda, Paddle
Spain;1/6/1991;Private;Bachelors;Married; Female;29,5;5384;1763;false;Iphone, Audi, Basketball
Spain;11/10/1971;Unknown;Masters;Married; Female;23;5705;799;false;Iphone, Others, Non
Portugal;4/26/1986;Public;Bachelors;Never Married; Male;31;4949;723;false;iPhone, Others, Football
Germany;6/17/1973;Private;Bachelors;Married; Male;6;9704;452;true;iPhone, Others, Non
France;1/20/1990;Private;High School;Married; Male;21;7764;1751;false;Samsung, Volkswagen, Football
France;7/3/1971;Public;Masters;Married; Male;36,5;72093;6035;false;Iphone, Others, Non
Portugal;12/12/1971;Public;Masters;Separated; Female;14;9962;417;false;iPhone, Honda, Football
France;7/31/1986;Private;High School;Never Married; Female;17;4069;731;false;iPhone, Honda, Basketball
Germany;6/3/1974;Public;Masters;Married; Male;35;25969;5053;false;iPhone, Ford, Non
Portugal;3/18/1976;Self Employed;High School;Married; Male;24;65585;5278;true;Samsung, Honda, Basketball
France;2/6/1971;Unknown;Bachelors;Married; Male;9;9402;476;true;Iphone, Others, Non
Portugal;6/30/1981;Self Employed;Doctorate;Married; Male;21,5;6204;563;true;Iphone, Honda, Paddle
Germany;12/25/1987;Public;Bachelors;Divorced; Female;20,5;6426;1118;false;iPhone, Volkswagen, Tennis
Germany;10/27/1973;Self Employed;Masters;Married; Male;36,5;39741;4211;false;iPhone, BMW, Non
Germany;12/9/1977;Unknown;Bachelors;Separated; Female;27,5;8995;1016;false;Others, Seat, Paddle
France;10/22/1975;Unknown;High School;Separated; Female;18;3372;1615;false;Others, Others, Basketball
France;8/4/1983;Self Employed;Bachelors;Divorced; Female;37;3206;1907;false;Samsung, BMW, Non
Portugal;12/24/1984;Private;Bachelors;Married; Male;30,5;7649;641;false;Iphone, BMW, Basketball
Portugal;11/26/1980;Private;Doctorate;Separated; Female;37,5;9318;630;false;Samsung, Volkswagen, Basketball
France;7/17/1988;Self Employed;Bachelors;Separated; Female;31;19634;1961;false;iPhone, Others, Tennis
Germany;7/24/1980;Unknown;Bachelors;Married; Female;34,5;31853;3738;true;Iphone, Others, Non
Germany;3/27/1970;Self Employed;Bachelors;Never Married; Female;39;5535;1141;false;iPhone, Others, Non
France;6/2/1975;Private;Doctorate;Married; Male;26;3159;1654;true;Iphone, Others, Basketball
Germany;12/23/1981;Self Employed;High School;Divorced; Male;36,5;3269;1804;true;iPhone, Volkswagen, Non
Portugal;2/24/1981;Public;Bachelors;Married; Male;33;5052;1618;false;iPhone, Seat, Non
France;3/2/1980;Self Employed;High School;Married; Female;6;4672;478;false;Others, BMW, Non
Italy;11/17/1970;Public;Bachelors;Married; Male;32;9456;1754;false;iPhone, Volkswagen, Non
France;10/27/1986;Self Employed;Bachelors;Separated; Female;16,5;7009;766;false;iPhone, Seat, Tennis
Italy;4/23/1978;Private;Bachelors;Married; Female;36,5;9800;924;true;Samsung, Others, Non
Spain;9/23/1978;Public;Doctorate;Married; Male;23,5;6589;669;true;iPhone, Ford, Basketball
Germany;3/21/1989;Self Employed;Masters;Married; Male;31;7716;518;false;Samsung, Others, Non
Germany;3/1/1982;Private;High School;Divorced; Male;7,5;3614;399;true;Samsung, Ford, Non
Germany;7/21/1977;Public;Bachelors;Married; Female;19;8520;1342;false;iPhone, Others, Basketball
Spain;2/17/1985;Public;Bachelors;Married; Male;26;4472;1294;false;Iphone, Audi, Football
Germany;8/22/1975;Private;Doctorate;Married; Female;31;60761;2242;true;Others, Ford, Non
France;2/2/1978;Public;High School;Married; Male;5;8158;339;false;Iphone, Honda, Basketball
Germany;5/2/1970;Unknown;Masters;Married; Male;17;3440;739;true;iPhone, Others, Football
France;7/29/1976;Self Employed;Masters;Married; Male;28;6252;1012;false;Others, Others, Football
France;10/26/1979;Unknown;High School;Married; Male;32,5;5279;1504;false;iPhone, Honda, Non
France;12/5/1980;Private;Bachelors;Married; Female;10;6759;484;false;Iphone, Others, Football
Germany;12/30/1975;Unknown;High School;Married; Male;39,5;7915;1615;false;Others, Audi, Non
France;4/5/1989;Private;Bachelors;Married; Female;26;3198;1212;false;Samsung, Others, Tennis
Spain;6/11/1978;Unknown;Bachelors;Separated; Female;33;5175;1603;false;Iphone, Others, Non
Portugal;8/28/1982;Unknown;Bachelors;Married; Female;9;4393;388;true;iPhone, Volkswagen, Non
Portugal;9/24/1989;Public;Masters;Married; Male;17,5;8502;1940;true;Samsung, Others, Non
Italy;1/8/1990;Unknown;Doctorate;Divorced; Male;19;69916;2141;false;iPhone, Others, Non
Spain;8/20/1981;Unknown;Masters;Married; Male;37,5;82096;5874;true;Samsung, Audi, Paddle
France;5/14/1982;Public;Doctorate;Separated; Male;20,5;31467;5762;false;Samsung, Audi, Non
Spain;10/18/1970;Public;Bachelors;Married; Female;22;3302;1608;true;Samsung, Others, Basketball
Germany;10/27/1990;Unknown;Bachelors;Separated; Male;35;3664;1496;false;Samsung, Audi, Non
Italy;4/4/1973;Public;Bachelors;Married; Female;28,5;9186;898;true;iPhone, Audi, Non
Germany;11/15/1981;Private;Doctorate;Married; Male;8,5;5771;425;false;Others, BMW, Football
Italy;2/15/1988;Self Employed;Bachelors;Separated; Male;36;7034;1645;false;Samsung, Others, Football
Spain;8/19/1975;Public;Bachelors;Married; Female;38;6126;1289;true;Samsung, Others, Paddle
Germany;1/22/1981;Public;Masters;Married; Male;37,5;4841;1186;true;Others, Audi, Tennis
Portugal;4/29/1986;Self Employed;Doctorate;Married; Female;31;8454;541;false;Iphone, Others, Tennis
France;6/4/1974;Private;Bachelors;Married; Male;37;7087;821;false;iPhone, Ford, Non
Germany;7/25/1975;Self Employed;Bachelors;Married; Male;24,5;4178;674;true;Others, Others, Non
Germany;7/6/1987;Private;Bachelors;Never Married; Male;19;17137;745;false;iPhone, Seat, Tennis
Portugal;12/30/1988;Unknown;Doctorate;Married; Male;31,5;8875;1937;false;Iphone, Volkswagen, Non
Italy;2/1/1972;Public;Bachelors;Never Married; Male;19,5;8319;654;true;iPhone, BMW, Non
Spain;8/6/1972;Private;Masters;Divorced; Male;24,5;37814;4284;true;Others, Seat, Non
France;10/16/1987;Public;Bachelors;Divorced; Male;25;4081;1465;true;Others, Volkswagen, Paddle
Germany;12/25/1978;Private;Masters;Married; Female;29,5;24119;5805;false;Samsung, Honda, Football
Portugal;10/11/1980;Public;Bachelors;Married; Female;26;7337;568;true;Samsung, Others, Football
Italy;1/25/1982;Private;Bachelors;Married; Male;30;7364;1215;false;iPhone, Others, Basketball
Italy;7/31/1986;Private;Doctorate;Divorced; Male;38;11026;733;true;iPhone, Seat, Non
France;7/18/1970;Self Employed;Doctorate;Divorced; Male;40;4071;723;false;Samsung, Others, Tennis
France;10/27/1987;Self Employed;High School;Married; Female;30;9475;1640;true;Others, Others, Paddle
Germany;5/20/1978;Private;Masters;Separated; Male;26,5;4306;1753;false;iPhone, Others, Football
Portugal;1/26/1990;Public;Bachelors;Divorced; Female;33;4400;971;false;Iphone, BMW, Paddle
Germany;6/23/1978;Public;High School;Married; Male;26;8752;961;false;Samsung, Others, Football
Portugal;7/21/1989;Public;Bachelors;Married; Female;27;3773;1911;true;Samsung, Others, Non
Germany;8/18/1972;Private;Bachelors;Married; Male;27;9107;1350;false;Others, Others, Football
Spain;11/3/1973;Private;Bachelors;Married; Male;37;8749;1399;false;iPhone, Seat, Non
Italy;2/21/1974;Private;Bachelors;Married; Male;16,5;39101;6687;false;Iphone, Volkswagen, Non
Germany;8/5/1982;Public;Bachelors;Married; Male;39,5;16680;1437;true;Samsung, Honda, Football
France;12/22/1982;Self Employed;Bachelors;Married; Female;36,5;3170;1185;true;Samsung, Others, Basketball
Spain;8/21/1975;Unknown;Doctorate;Married; Male;39,5;4005;1462;false;iPhone, Honda, Non
Spain;2/13/1975;Public;High School;Never Married; Male;32,5;15834;1597;false;Samsung, Others, Non
France;12/13/1979;Public;Masters;Never Married; Female;29,5;3087;634;false;Samsung, Ford, Basketball
Germany;8/23/1987;Public;Bachelors;Married; Female;36;9579;1011;true;iPhone, Others, Non
Germany;9/21/1985;Private;Bachelors;Married; Male;26;30872;4964;false;iPhone, Others, Non
France;1/29/1971;Private;Masters;Married; Male;34,5;9622;945;false;Samsung, Volkswagen, Non
Germany;7/17/1976;Unknown;Doctorate;Married; Male;27,5;8496;973;true;iPhone, Audi, Paddle
Spain;5/9/1982;Private;High School;Separated; Female;17,5;65603;2804;false;Others, Honda, Non
Spain;10/18/1979;Private;Masters;Divorced; Male;18,5;9970;1374;true;iPhone, Others, Non
Italy;9/10/1985;Public;High School;Married; Female;28;8318;621;false;Iphone, Seat, Non
Spain;1/2/1979;Private;High School;Married; Male;38;4659;1883;true;Iphone, Ford, Non
Germany;7/23/1978;Unknown;Bachelors;Married; Male;35,5;7853;1065;true;Others, BMW, Football
Germany;7/13/1982;Self Employed;Bachelors;Divorced; Male;25,5;4040;1066;false;Samsung, Others, Tennis
France;1/12/1989;Self Employed;High School;Divorced; Male;40;3631;737;false;Others, BMW, Football
Germany;11/15/1988;Unknown;Bachelors;Married; Male;38,5;5017;930;false;Samsung, Others, Non
Portugal;8/25/1987;Unknown;High School;Married; Male;31,5;7653;1803;true;iPhone, Honda, Non
France;1/30/1973;Private;Bachelors;Married; Male;33;5618;1092;true;iPhone, BMW, Non
France;5/30/1982;Public;High School;Separated; Female;20,5;8534;1714;false;Iphone, Ford, Non
Germany;4/30/1985;Public;Masters;Married; Female;17;3714;642;false;iPhone, Seat, Non
Italy;8/10/1970;Self Employed;High School;Married; Male;37,5;6881;1333;false;iPhone, Audi, Non
Germany;12/2/1987;Self Employed;Bachelors;Divorced; Male;39;7960;933;true;Iphone, Seat, Non
Spain;8/4/1972;Private;High School;Married; Male;38,5;59198;3648;false;Samsung, Others, Basketball
France;12/22/1977;Private;Masters;Married; Female;28;6437;1769;true;iPhone, Others, Non
France;3/1/1981;Self Employed;Doctorate;Never Married; Male;30;9986;1830;true;Others, Honda, Non
France;10/21/1989;Public;Bachelors;Married; Male;23;75118;2579;false;iPhone, Others, Non
